"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISR","GDP","TOT","USD_CAP","A","2011",30569.05603,
"ISR","GDP","TOT","USD_CAP","A","2012",31721.32376,
"ISR","GDP","TOT","USD_CAP","A","2013",34143.742761,
"ISR","GDP","TOT","USD_CAP","A","2014",34101.486452,
"ISR","GDP","TOT","USD_CAP","A","2015",35901.775719,
"ISR","GDP","TOT","USD_CAP","A","2016",37269.565838,
"RUS","GDP","TOT","USD_CAP","A","1995",6038.113714,"E"
"RUS","GDP","TOT","USD_CAP","A","1996",5935.153042,"E"
"RUS","GDP","TOT","USD_CAP","A","1997",6130.234162,"E"
"RUS","GDP","TOT","USD_CAP","A","1998",5875.269794,"E"
"RUS","GDP","TOT","USD_CAP","A","1999",6363.68558,"E"
"RUS","GDP","TOT","USD_CAP","A","2000",7344.02361,"E"
"RUS","GDP","TOT","USD_CAP","A","2001",7927.348702,"E"
"RUS","GDP","TOT","USD_CAP","A","2002",8648.175283,"E"
"RUS","GDP","TOT","USD_CAP","A","2003",9967.044486,"E"
"RUS","GDP","TOT","USD_CAP","A","2004",11020.294788,"E"
"RUS","GDP","TOT","USD_CAP","A","2005",12733.90161,"E"
"RUS","GDP","TOT","USD_CAP","A","2006",16066.279468,"E"
"RUS","GDP","TOT","USD_CAP","A","2007",17932.270335,"E"
"RUS","GDP","TOT","USD_CAP","A","2008",21718.305044,"E"
"RUS","GDP","TOT","USD_CAP","A","2009",20881.38975,"E"
"RUS","GDP","TOT","USD_CAP","A","2010",22078.424787,"E"
"RUS","GDP","TOT","USD_CAP","A","2011",24310.03883,
"RUS","GDP","TOT","USD_CAP","A","2012",25820.932134,"E"
"RUS","GDP","TOT","USD_CAP","A","2013",26278.163432,"E"
"RUS","GDP","TOT","USD_CAP","A","2014",26226.669845,"E"
"RUS","GDP","TOT","USD_CAP","A","2015",24709.724096,"E"
"RUS","GDP","TOT","USD_CAP","A","2016",24855.079815,"E"
"SVN","GDP","TOT","USD_CAP","A","1995",13563.215115,
"SVN","GDP","TOT","USD_CAP","A","1996",14260.012138,
"SVN","GDP","TOT","USD_CAP","A","1997",15261.018394,
"SVN","GDP","TOT","USD_CAP","A","1998",16021.795558,
"SVN","GDP","TOT","USD_CAP","A","1999",17061.436549,
"SVN","GDP","TOT","USD_CAP","A","2000",18043.181273,
"SVN","GDP","TOT","USD_CAP","A","2001",18972.107641,
"SVN","GDP","TOT","USD_CAP","A","2002",20299.933243,
"SVN","GDP","TOT","USD_CAP","A","2003",21126.39378,
"SVN","GDP","TOT","USD_CAP","A","2004",22782.05911,
"SVN","GDP","TOT","USD_CAP","A","2005",23941.234638,
"SVN","GDP","TOT","USD_CAP","A","2006",25753.918172,
"SVN","GDP","TOT","USD_CAP","A","2007",27590.779166,
"SVN","GDP","TOT","USD_CAP","A","2008",29614.587595,"B"
"SVN","GDP","TOT","USD_CAP","A","2009",27444.2593,
"SVN","GDP","TOT","USD_CAP","A","2010",27763.191988,
"SVN","GDP","TOT","USD_CAP","A","2011",28804.727303,
"SVN","GDP","TOT","USD_CAP","A","2012",28906.328743,
"SVN","GDP","TOT","USD_CAP","A","2013",29802.653408,
"SVN","GDP","TOT","USD_CAP","A","2014",30856.80321,
"SVN","GDP","TOT","USD_CAP","A","2015",31471.878591,
"SVN","GDP","TOT","USD_CAP","A","2016",32729.606427,
"ZAF","GDP","TOT","USD_CAP","A","1985",5699.29117,
"ZAF","GDP","TOT","USD_CAP","A","1986",5683.360554,
"ZAF","GDP","TOT","USD_CAP","A","1987",5820.282739,
"ZAF","GDP","TOT","USD_CAP","A","1988",6132.482625,
"ZAF","GDP","TOT","USD_CAP","A","1989",6438.971288,
"ZAF","GDP","TOT","USD_CAP","A","1990",6512.330053,
"ZAF","GDP","TOT","USD_CAP","A","1991",6517.468592,
"ZAF","GDP","TOT","USD_CAP","A","1992",6384.320641,
"ZAF","GDP","TOT","USD_CAP","A","1993",6476.91592,
"ZAF","GDP","TOT","USD_CAP","A","1994",6686.257214,
"ZAF","GDP","TOT","USD_CAP","A","1995",6894.618589,
"ZAF","GDP","TOT","USD_CAP","A","1996",7177.839188,
"ZAF","GDP","TOT","USD_CAP","A","1997",7349.017943,
"ZAF","GDP","TOT","USD_CAP","A","1998",7328.638322,
"ZAF","GDP","TOT","USD_CAP","A","1999",7482.179519,
"ZAF","GDP","TOT","USD_CAP","A","2000",7838.630241,
"ZAF","GDP","TOT","USD_CAP","A","2001",8109.080743,
"ZAF","GDP","TOT","USD_CAP","A","2002",8327.471599,
"ZAF","GDP","TOT","USD_CAP","A","2003",8642.424381,
"ZAF","GDP","TOT","USD_CAP","A","2004",9173.91446,
"ZAF","GDP","TOT","USD_CAP","A","2005",9847.078636,
"ZAF","GDP","TOT","USD_CAP","A","2006",10584.284504,
"ZAF","GDP","TOT","USD_CAP","A","2007",11301.778859,
"ZAF","GDP","TOT","USD_CAP","A","2008",11735.257797,
"ZAF","GDP","TOT","USD_CAP","A","2009",11486.269067,
"ZAF","GDP","TOT","USD_CAP","A","2010",11815.495752,
"ZAF","GDP","TOT","USD_CAP","A","2011",12280.652523,
"ZAF","GDP","TOT","USD_CAP","A","2012",12600.202764,
"ZAF","GDP","TOT","USD_CAP","A","2013",12929.941155,
"ZAF","GDP","TOT","USD_CAP","A","2014",13184.51672,
"ZAF","GDP","TOT","USD_CAP","A","2015",13292.807383,
"ZAF","GDP","TOT","USD_CAP","A","2016",13321.17416,
"DEW","GDP","TOT","USD_CAP","A","1970",4562.672226,
"DEW","GDP","TOT","USD_CAP","A","1971",4892.259126,
"DEW","GDP","TOT","USD_CAP","A","1972",5291.97128,
"DEW","GDP","TOT","USD_CAP","A","1973",5817.915555,
"DEW","GDP","TOT","USD_CAP","A","1974",6389.028716,
"DEW","GDP","TOT","USD_CAP","A","1975",6945.497442,
"DEW","GDP","TOT","USD_CAP","A","1976",7726.674065,
"DEW","GDP","TOT","USD_CAP","A","1977",8498.827583,
"DEW","GDP","TOT","USD_CAP","A","1978",9380.302036,
"DEW","GDP","TOT","USD_CAP","A","1979",10570.387816,
"DEW","GDP","TOT","USD_CAP","A","1980",11646.911416,
"DEW","GDP","TOT","USD_CAP","A","1981",12777.360948,
"DEW","GDP","TOT","USD_CAP","A","1982",13526.331536,
"DEW","GDP","TOT","USD_CAP","A","1983",14331.256216,
"DEW","GDP","TOT","USD_CAP","A","1984",15320.737463,
"DEW","GDP","TOT","USD_CAP","A","1985",16218.806613,
"DEW","GDP","TOT","USD_CAP","A","1986",16912.75262,
"DEW","GDP","TOT","USD_CAP","A","1987",17584.464408,
"DEW","GDP","TOT","USD_CAP","A","1988",18760.250422,
"DEW","GDP","TOT","USD_CAP","A","1989",20049.145093,
"DEW","GDP","TOT","USD_CAP","A","1990",21471.478051,
"DEW","GDP","TOT","USD_CAP","A","1991",23020.520005,
"EU28","GDP","TOT","USD_CAP","A","1995",18059.371285,
"EU28","GDP","TOT","USD_CAP","A","1996",18766.887177,
"EU28","GDP","TOT","USD_CAP","A","1997",19584.940268,
"EU28","GDP","TOT","USD_CAP","A","1998",20428.97351,
"EU28","GDP","TOT","USD_CAP","A","1999",21223.279006,
"EU28","GDP","TOT","USD_CAP","A","2000",22634.393999,
"EU28","GDP","TOT","USD_CAP","A","2001",23759.237703,
"EU28","GDP","TOT","USD_CAP","A","2002",24814.01889,
"EU28","GDP","TOT","USD_CAP","A","2003",25405.705606,
"EU28","GDP","TOT","USD_CAP","A","2004",26647.950499,
"EU28","GDP","TOT","USD_CAP","A","2005",27587.269485,
"EU28","GDP","TOT","USD_CAP","A","2006",29846.866459,
"EU28","GDP","TOT","USD_CAP","A","2007",31611.427167,
"EU28","GDP","TOT","USD_CAP","A","2008",33033.506839,
"EU28","GDP","TOT","USD_CAP","A","2009",32212.263159,
"EU28","GDP","TOT","USD_CAP","A","2010",33318.36837,
"EU28","GDP","TOT","USD_CAP","A","2011",34670.225792,
"EU28","GDP","TOT","USD_CAP","A","2012",35214.027907,
"EU28","GDP","TOT","USD_CAP","A","2013",36457.711968,
"EU28","GDP","TOT","USD_CAP","A","2014",37494.95757,
"EU28","GDP","TOT","USD_CAP","A","2015",38448.409565,
"EU28","GDP","TOT","USD_CAP","A","2016",39620.833128,
"OECD","GDP","TOT","USD_CAP","A","1970",3578.458949,"E"
"OECD","GDP","TOT","USD_CAP","A","1971",3853.989452,"E"
"OECD","GDP","TOT","USD_CAP","A","1972",4193.35828,"E"
"OECD","GDP","TOT","USD_CAP","A","1973",4640.553921,"E"
"OECD","GDP","TOT","USD_CAP","A","1974",5060.61339,"E"
"OECD","GDP","TOT","USD_CAP","A","1975",5496.37251,"E"
"OECD","GDP","TOT","USD_CAP","A","1976",6024.298634,"E"
"OECD","GDP","TOT","USD_CAP","A","1977",6569.874664,"E"
"OECD","GDP","TOT","USD_CAP","A","1978",7278.574809,"E"
"OECD","GDP","TOT","USD_CAP","A","1979",8109.14079,"E"
"OECD","GDP","TOT","USD_CAP","A","1980",8864.161596,"E"
"OECD","GDP","TOT","USD_CAP","A","1981",9820.810726,"E"
"OECD","GDP","TOT","USD_CAP","A","1982",10352.873175,"E"
"OECD","GDP","TOT","USD_CAP","A","1983",10997.340557,"E"
"OECD","GDP","TOT","USD_CAP","A","1984",11835.185086,"E"
"OECD","GDP","TOT","USD_CAP","A","1985",12580.451197,"E"
"OECD","GDP","TOT","USD_CAP","A","1986",13116.806927,"E"
"OECD","GDP","TOT","USD_CAP","A","1987",13845.888511,"E"
"OECD","GDP","TOT","USD_CAP","A","1988",14873.109978,"E"
"OECD","GDP","TOT","USD_CAP","A","1989",15899.009637,"E"
"OECD","GDP","TOT","USD_CAP","A","1990",16846.988638,"E"
"OECD","GDP","TOT","USD_CAP","A","1991",17513.460415,"E"
"OECD","GDP","TOT","USD_CAP","A","1992",18164.634583,"E"
"OECD","GDP","TOT","USD_CAP","A","1993",18758.403081,"E"
"OECD","GDP","TOT","USD_CAP","A","1994",19599.319392,"E"
"OECD","GDP","TOT","USD_CAP","A","1995",20373.956444,"E"
"OECD","GDP","TOT","USD_CAP","A","1996",21261.083894,"E"
"OECD","GDP","TOT","USD_CAP","A","1997",22260.423472,"E"
"OECD","GDP","TOT","USD_CAP","A","1998",22854.947754,
"OECD","GDP","TOT","USD_CAP","A","1999",23802.736914,
"OECD","GDP","TOT","USD_CAP","A","2000",25283.378983,
"OECD","GDP","TOT","USD_CAP","A","2001",26090.748506,
"OECD","GDP","TOT","USD_CAP","A","2002",26903.263718,
"OECD","GDP","TOT","USD_CAP","A","2003",27670.515231,
"OECD","GDP","TOT","USD_CAP","A","2004",29152.587602,
"OECD","GDP","TOT","USD_CAP","A","2005",30555.350734,
"OECD","GDP","TOT","USD_CAP","A","2006",32559.705074,
"OECD","GDP","TOT","USD_CAP","A","2007",34105.405765,
"OECD","GDP","TOT","USD_CAP","A","2008",34941.711694,"B"
"OECD","GDP","TOT","USD_CAP","A","2009",33970.769664,
"OECD","GDP","TOT","USD_CAP","A","2010",35292.052793,
"OECD","GDP","TOT","USD_CAP","A","2011",36656.411088,"P"
"OECD","GDP","TOT","USD_CAP","A","2012",37617.152089,"E"
"OECD","GDP","TOT","USD_CAP","A","2013",38935.992226,"E"
"OECD","GDP","TOT","USD_CAP","A","2014",40090.402533,"E"
"OECD","GDP","TOT","USD_CAP","A","2015",41110.860706,"E"
"OECD","GDP","TOT","USD_CAP","A","2016",42162.45047,"E"
"OECDE","GDP","TOT","USD_CAP","A","1995",18279.118237,"E"
"OECDE","GDP","TOT","USD_CAP","A","1996",19014.789956,"E"
"OECDE","GDP","TOT","USD_CAP","A","1997",19886.663229,"E"
"OECDE","GDP","TOT","USD_CAP","A","1998",20329.385386,
"OECDE","GDP","TOT","USD_CAP","A","1999",21050.230467,
"OECDE","GDP","TOT","USD_CAP","A","2000",22489.709527,
"OECDE","GDP","TOT","USD_CAP","A","2001",23430.47718,
"OECDE","GDP","TOT","USD_CAP","A","2002",24332.884085,
"OECDE","GDP","TOT","USD_CAP","A","2003",24840.290939,
"OECDE","GDP","TOT","USD_CAP","A","2004",26093.407602,
"OECDE","GDP","TOT","USD_CAP","A","2005",27069.93709,
"OECDE","GDP","TOT","USD_CAP","A","2006",29334.092208,
"OECDE","GDP","TOT","USD_CAP","A","2007",31028.387982,
"OECDE","GDP","TOT","USD_CAP","A","2008",32389.343962,"B"
"OECDE","GDP","TOT","USD_CAP","A","2009",31507.296305,
"OECDE","GDP","TOT","USD_CAP","A","2010",32732.447498,
"OECDE","GDP","TOT","USD_CAP","A","2011",34240.537444,"P"
"OECDE","GDP","TOT","USD_CAP","A","2012",34851.066263,"E"
"OECDE","GDP","TOT","USD_CAP","A","2013",36193.4285,"E"
"OECDE","GDP","TOT","USD_CAP","A","2014",37332.399673,"E"
"OECDE","GDP","TOT","USD_CAP","A","2015",38239.775657,"E"
"OECDE","GDP","TOT","USD_CAP","A","2016",39247.718438,"E"
"LVA","GDP","TOT","USD_CAP","A","1995",5507.941712,
"LVA","GDP","TOT","USD_CAP","A","1996",5795.200626,
"LVA","GDP","TOT","USD_CAP","A","1997",6481.587939,
"LVA","GDP","TOT","USD_CAP","A","1998",7070.939422,
"LVA","GDP","TOT","USD_CAP","A","1999",7405.207423,
"LVA","GDP","TOT","USD_CAP","A","2000",8017.80095,
"LVA","GDP","TOT","USD_CAP","A","2001",9040.596111,
"LVA","GDP","TOT","USD_CAP","A","2002",10069.143357,
"LVA","GDP","TOT","USD_CAP","A","2003",11025.227096,
"LVA","GDP","TOT","USD_CAP","A","2004",12219.468241,
"LVA","GDP","TOT","USD_CAP","A","2005",13847.870041,
"LVA","GDP","TOT","USD_CAP","A","2006",15752.362955,
"LVA","GDP","TOT","USD_CAP","A","2007",18120.399861,
"LVA","GDP","TOT","USD_CAP","A","2008",19428.571875,
"LVA","GDP","TOT","USD_CAP","A","2009",16866.295093,
"LVA","GDP","TOT","USD_CAP","A","2010",17578.061982,
"LVA","GDP","TOT","USD_CAP","A","2011",19781.826568,
"LVA","GDP","TOT","USD_CAP","A","2012",21259.866516,
"LVA","GDP","TOT","USD_CAP","A","2013",22674.541792,
"LVA","GDP","TOT","USD_CAP","A","2014",23802.33547,
"LVA","GDP","TOT","USD_CAP","A","2015",24512.716025,
"LVA","GDP","TOT","USD_CAP","A","2016",25588.909354,
"BRA","GDP","TOT","USD_CAP","A","2000",9108.328031,
"BRA","GDP","TOT","USD_CAP","A","2001",9314.514532,
"BRA","GDP","TOT","USD_CAP","A","2002",9615.560042,
"BRA","GDP","TOT","USD_CAP","A","2003",9790.531882,
"BRA","GDP","TOT","USD_CAP","A","2004",10505.845387,
"BRA","GDP","TOT","USD_CAP","A","2005",11055.765298,
"BRA","GDP","TOT","USD_CAP","A","2006",11708.765453,
"BRA","GDP","TOT","USD_CAP","A","2007",12606.817505,
"BRA","GDP","TOT","USD_CAP","A","2008",13362.971082,
"BRA","GDP","TOT","USD_CAP","A","2009",13307.745204,
"BRA","GDP","TOT","USD_CAP","A","2010",14339.592161,
"BRA","GDP","TOT","USD_CAP","A","2011",15070.923438,
"BRA","GDP","TOT","USD_CAP","A","2012",15498.512123,
"BRA","GDP","TOT","USD_CAP","A","2013",16077.583049,
"BRA","GDP","TOT","USD_CAP","A","2014",16307.100506,
"BRA","GDP","TOT","USD_CAP","A","2015",15730.82087,"E"
"BRA","GDP","TOT","USD_CAP","A","2016",15243.196163,"E"
"LTU","GDP","TOT","USD_CAP","A","1995",5923.628964,
"LTU","GDP","TOT","USD_CAP","A","1996",6378.007398,
"LTU","GDP","TOT","USD_CAP","A","1997",7066.586743,
"LTU","GDP","TOT","USD_CAP","A","1998",7756.757435,
"LTU","GDP","TOT","USD_CAP","A","1999",7821.726018,
"LTU","GDP","TOT","USD_CAP","A","2000",8456.370584,
"LTU","GDP","TOT","USD_CAP","A","2001",9459.469682,
"LTU","GDP","TOT","USD_CAP","A","2002",10494.370764,
"LTU","GDP","TOT","USD_CAP","A","2003",12066.861143,
"LTU","GDP","TOT","USD_CAP","A","2004",13036.172674,
"LTU","GDP","TOT","USD_CAP","A","2005",14526.185964,
"LTU","GDP","TOT","USD_CAP","A","2006",16486.615721,
"LTU","GDP","TOT","USD_CAP","A","2007",19092.263104,
"LTU","GDP","TOT","USD_CAP","A","2008",20744.007499,
"LTU","GDP","TOT","USD_CAP","A","2009",18142.642842,
"LTU","GDP","TOT","USD_CAP","A","2010",20110.447345,
"LTU","GDP","TOT","USD_CAP","A","2011",22854.277556,
"LTU","GDP","TOT","USD_CAP","A","2012",24658.189179,
"LTU","GDP","TOT","USD_CAP","A","2013",26660.597222,
"LTU","GDP","TOT","USD_CAP","A","2014",28174.254329,
"LTU","GDP","TOT","USD_CAP","A","2015",28783.5364,
"LTU","GDP","TOT","USD_CAP","A","2016",29862.344559,
"SAU","GDP","TOT","USD_CAP","A","1990",27242.637837,
"SAU","GDP","TOT","USD_CAP","A","1991",31352.460456,
"SAU","GDP","TOT","USD_CAP","A","1992",32397.805001,
"SAU","GDP","TOT","USD_CAP","A","1993",31821.772838,
"SAU","GDP","TOT","USD_CAP","A","1994",31870.765114,
"SAU","GDP","TOT","USD_CAP","A","1995",31868.448421,
"SAU","GDP","TOT","USD_CAP","A","1996",32629.694379,
"SAU","GDP","TOT","USD_CAP","A","1997",32909.487385,
"SAU","GDP","TOT","USD_CAP","A","1998",33546.938236,
"SAU","GDP","TOT","USD_CAP","A","1999",32182.071682,
"SAU","GDP","TOT","USD_CAP","A","2000",33946.354419,
"SAU","GDP","TOT","USD_CAP","A","2001",33416.246872,
"SAU","GDP","TOT","USD_CAP","A","2002",32083.193164,
"SAU","GDP","TOT","USD_CAP","A","2003",35346.857886,
"SAU","GDP","TOT","USD_CAP","A","2004",38293.235428,
"SAU","GDP","TOT","USD_CAP","A","2005",40547.134459,
"SAU","GDP","TOT","USD_CAP","A","2006",41782.544072,
"SAU","GDP","TOT","USD_CAP","A","2007",42520.355008,
"SAU","GDP","TOT","USD_CAP","A","2008",44841.929321,
"SAU","GDP","TOT","USD_CAP","A","2009",43055.810701,
"SAU","GDP","TOT","USD_CAP","A","2010",44384.826237,
"SAU","GDP","TOT","USD_CAP","A","2011",48399.411653,
"SAU","GDP","TOT","USD_CAP","A","2012",50434.645101,
"SAU","GDP","TOT","USD_CAP","A","2013",51106.19932,
"SAU","GDP","TOT","USD_CAP","A","2014",52626.017176,
"SAU","GDP","TOT","USD_CAP","A","2015",54007.032456,
"SAU","GDP","TOT","USD_CAP","A","2016",54430.795421,
"EA19","GDP","TOT","USD_CAP","A","1995",20462.738937,
"EA19","GDP","TOT","USD_CAP","A","1996",21108.591603,
"EA19","GDP","TOT","USD_CAP","A","1997",21977.349411,
"EA19","GDP","TOT","USD_CAP","A","1998",23006.677584,
"EA19","GDP","TOT","USD_CAP","A","1999",23927.445597,
"EA19","GDP","TOT","USD_CAP","A","2000",25419.965269,
"EA19","GDP","TOT","USD_CAP","A","2001",26633.264546,
"EA19","GDP","TOT","USD_CAP","A","2002",27659.838492,
"EA19","GDP","TOT","USD_CAP","A","2003",28079.273258,
"EA19","GDP","TOT","USD_CAP","A","2004",29208.133153,
"EA19","GDP","TOT","USD_CAP","A","2005",30237.836059,
"EA19","GDP","TOT","USD_CAP","A","2006",32664.652012,
"EA19","GDP","TOT","USD_CAP","A","2007",34554.108567,
"EA19","GDP","TOT","USD_CAP","A","2008",35889.297297,
"EA19","GDP","TOT","USD_CAP","A","2009",34982.843927,
"EA19","GDP","TOT","USD_CAP","A","2010",35988.176151,
"EA19","GDP","TOT","USD_CAP","A","2011",37404.897412,
"EA19","GDP","TOT","USD_CAP","A","2012",37758.592755,
"EA19","GDP","TOT","USD_CAP","A","2013",38987.766786,
"EA19","GDP","TOT","USD_CAP","A","2014",39964.508112,
"EA19","GDP","TOT","USD_CAP","A","2015",40905.536039,
"EA19","GDP","TOT","USD_CAP","A","2016",42138.266054,
"ARG","GDP","TOT","USD_CAP","A","2004",12562.781244,
"ARG","GDP","TOT","USD_CAP","A","2005",13995.318463,
"ARG","GDP","TOT","USD_CAP","A","2006",15450.127905,
"ARG","GDP","TOT","USD_CAP","A","2007",17139.47639,
"ARG","GDP","TOT","USD_CAP","A","2008",18026.72975,
"ARG","GDP","TOT","USD_CAP","A","2009",16940.242166,
"ARG","GDP","TOT","USD_CAP","A","2010",18719.37947,
"ARG","GDP","TOT","USD_CAP","A","2011",20076.691248,
"ARG","GDP","TOT","USD_CAP","A","2012",20060.221771,
"ARG","GDP","TOT","USD_CAP","A","2013",20693.539171,
"ARG","GDP","TOT","USD_CAP","A","2014",20359.449791,
"ARG","GDP","TOT","USD_CAP","A","2015",20901.22355,
"ARG","GDP","TOT","USD_CAP","A","2016",20452.580143,"E"
"CRI","GDP","TOT","USD_CAP","A","1991",5336.343602,
"CRI","GDP","TOT","USD_CAP","A","1992",5827.658048,
"CRI","GDP","TOT","USD_CAP","A","1993",6250.047392,
"CRI","GDP","TOT","USD_CAP","A","1994",6478.128395,
"CRI","GDP","TOT","USD_CAP","A","1995",6690.088576,
"CRI","GDP","TOT","USD_CAP","A","1996",6722.279692,
"CRI","GDP","TOT","USD_CAP","A","1997",7033.950447,
"CRI","GDP","TOT","USD_CAP","A","1998",7424.679541,
"CRI","GDP","TOT","USD_CAP","A","1999",7649.647926,
"CRI","GDP","TOT","USD_CAP","A","2000",7942.33039,
"CRI","GDP","TOT","USD_CAP","A","2001",8229.90926,
"CRI","GDP","TOT","USD_CAP","A","2002",8480.331804,
"CRI","GDP","TOT","USD_CAP","A","2003",8888.359539,
"CRI","GDP","TOT","USD_CAP","A","2004",9377.668722,
"CRI","GDP","TOT","USD_CAP","A","2005",9895.269471,
"CRI","GDP","TOT","USD_CAP","A","2006",10767.001358,
"CRI","GDP","TOT","USD_CAP","A","2007",11792.032661,
"CRI","GDP","TOT","USD_CAP","A","2008",12404.795604,
"CRI","GDP","TOT","USD_CAP","A","2009",12191.183058,
"CRI","GDP","TOT","USD_CAP","A","2010",12733.115037,"B"
"CRI","GDP","TOT","USD_CAP","A","2011",13428.858079,
"CRI","GDP","TOT","USD_CAP","A","2012",14144.644368,
"CRI","GDP","TOT","USD_CAP","A","2013",14512.482176,
"CRI","GDP","TOT","USD_CAP","A","2014",15095.591955,
"CRI","GDP","TOT","USD_CAP","A","2015",15789.427154,
"CRI","GDP","TOT","USD_CAP","A","2016",16381.3827,
"BGR","GDP","TOT","USD_CAP","A","1995",5875.24485,
"BGR","GDP","TOT","USD_CAP","A","1996",5623.30447,
"BGR","GDP","TOT","USD_CAP","A","1997",5686.073025,
"BGR","GDP","TOT","USD_CAP","A","1998",6008.416518,
"BGR","GDP","TOT","USD_CAP","A","1999",5751.446588,
"BGR","GDP","TOT","USD_CAP","A","2000",6376.836763,
"BGR","GDP","TOT","USD_CAP","A","2001",6998.412871,
"BGR","GDP","TOT","USD_CAP","A","2002",7695.258209,
"BGR","GDP","TOT","USD_CAP","A","2003",8291.153533,
"BGR","GDP","TOT","USD_CAP","A","2004",9050.712467,
"BGR","GDP","TOT","USD_CAP","A","2005",10104.501711,
"BGR","GDP","TOT","USD_CAP","A","2006",11170.928413,
"BGR","GDP","TOT","USD_CAP","A","2007",12607.504888,
"BGR","GDP","TOT","USD_CAP","A","2008",14082.967691,
"BGR","GDP","TOT","USD_CAP","A","2009",13881.26749,
"BGR","GDP","TOT","USD_CAP","A","2010",14673.497382,
"BGR","GDP","TOT","USD_CAP","A","2011",15676.106677,
"BGR","GDP","TOT","USD_CAP","A","2012",16208.334647,
"BGR","GDP","TOT","USD_CAP","A","2013",16631.682027,
"BGR","GDP","TOT","USD_CAP","A","2014",17508.82264,
"BGR","GDP","TOT","USD_CAP","A","2015",18115.152992,
"BGR","GDP","TOT","USD_CAP","A","2016",19242.642129,
"HRV","GDP","TOT","USD_CAP","A","1995",8248.896481,"P"
"HRV","GDP","TOT","USD_CAP","A","1996",9175.562899,"P"
"HRV","GDP","TOT","USD_CAP","A","1997",10059.236013,"P"
"HRV","GDP","TOT","USD_CAP","A","1998",10476.773913,"P"
"HRV","GDP","TOT","USD_CAP","A","1999",10033.650085,"P"
"HRV","GDP","TOT","USD_CAP","A","2000",10754.019962,"P"
"HRV","GDP","TOT","USD_CAP","A","2001",11677.485802,"P"
"HRV","GDP","TOT","USD_CAP","A","2002",12669.293132,"P"
"HRV","GDP","TOT","USD_CAP","A","2003",13533.141509,"P"
"HRV","GDP","TOT","USD_CAP","A","2004",14518.970625,"P"
"HRV","GDP","TOT","USD_CAP","A","2005",15308.4521,"P"
"HRV","GDP","TOT","USD_CAP","A","2006",17425.532284,"P"
"HRV","GDP","TOT","USD_CAP","A","2007",19298.453317,"P"
"HRV","GDP","TOT","USD_CAP","A","2008",20818.497012,
"HRV","GDP","TOT","USD_CAP","A","2009",19997.172678,
"HRV","GDP","TOT","USD_CAP","A","2010",19785.383125,
"HRV","GDP","TOT","USD_CAP","A","2011",20721.69291,
"HRV","GDP","TOT","USD_CAP","A","2012",21158.812077,
"HRV","GDP","TOT","USD_CAP","A","2013",21771.031388,
"HRV","GDP","TOT","USD_CAP","A","2014",22051.16532,
"HRV","GDP","TOT","USD_CAP","A","2015",22735.001802,
"HRV","GDP","TOT","USD_CAP","A","2016",23728.187553,
"CYP","GDP","TOT","USD_CAP","A","1995",17068.916747,
"CYP","GDP","TOT","USD_CAP","A","1996",17294.246558,
"CYP","GDP","TOT","USD_CAP","A","1997",17771.024062,
"CYP","GDP","TOT","USD_CAP","A","1998",18742.927725,
"CYP","GDP","TOT","USD_CAP","A","1999",19662.12814,
"CYP","GDP","TOT","USD_CAP","A","2000",21288.791929,
"CYP","GDP","TOT","USD_CAP","A","2001",22891.8747,
"CYP","GDP","TOT","USD_CAP","A","2002",23556.975216,
"CYP","GDP","TOT","USD_CAP","A","2003",24251.262625,
"CYP","GDP","TOT","USD_CAP","A","2004",25930.495441,
"CYP","GDP","TOT","USD_CAP","A","2005",27763.165991,
"CYP","GDP","TOT","USD_CAP","A","2006",29988.07701,
"CYP","GDP","TOT","USD_CAP","A","2007",32844.369875,
"CYP","GDP","TOT","USD_CAP","A","2008",34823.896402,
"CYP","GDP","TOT","USD_CAP","A","2009",33882.13075,
"CYP","GDP","TOT","USD_CAP","A","2010",33263.240721,
"CYP","GDP","TOT","USD_CAP","A","2011",33192.303533,
"CYP","GDP","TOT","USD_CAP","A","2012",31914.903334,
"CYP","GDP","TOT","USD_CAP","A","2013",30620.730298,
"CYP","GDP","TOT","USD_CAP","A","2014",30383.331474,
"CYP","GDP","TOT","USD_CAP","A","2015",31523.839043,
"CYP","GDP","TOT","USD_CAP","A","2016",32882.262558,"P"
"MLT","GDP","TOT","USD_CAP","A","1995",13868.574763,
"MLT","GDP","TOT","USD_CAP","A","1996",14572.326357,
"MLT","GDP","TOT","USD_CAP","A","1997",15412.096169,
"MLT","GDP","TOT","USD_CAP","A","1998",16066.548126,
"MLT","GDP","TOT","USD_CAP","A","1999",16827.911688,
"MLT","GDP","TOT","USD_CAP","A","2000",18288.274057,
"MLT","GDP","TOT","USD_CAP","A","2001",18431.371336,
"MLT","GDP","TOT","USD_CAP","A","2002",19586.446177,
"MLT","GDP","TOT","USD_CAP","A","2003",20780.754056,
"MLT","GDP","TOT","USD_CAP","A","2004",21349.609652,
"MLT","GDP","TOT","USD_CAP","A","2005",22265.74598,
"MLT","GDP","TOT","USD_CAP","A","2006",23230.314204,
"MLT","GDP","TOT","USD_CAP","A","2007",24888.159239,
"MLT","GDP","TOT","USD_CAP","A","2008",26193.177197,
"MLT","GDP","TOT","USD_CAP","A","2009",26136.603416,
"MLT","GDP","TOT","USD_CAP","A","2010",27838.817274,
